Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDA_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
32,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
36,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
37,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
38,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
39,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
41,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
45,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
47,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
48,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
50,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
54,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
56,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
57,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
59,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Water,Water,Water,NULL,NULL,Water
64,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
65,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
67,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
68,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
72,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
73,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
74,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
75,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
77,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
78,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
80,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
81,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
82,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
83,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
84,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
89,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
92,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
93,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
94,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
95,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
97,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
99,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
100,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
101,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
103,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
104,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
105,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
107,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
108,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
109,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
110,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
111,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
112,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
113,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
114,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
116,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
118,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
119,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
120,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
122,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
124,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
125,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
126,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
127,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
128,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
129,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
130,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
131,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
133,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
135,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
136,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
137,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
138,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
139,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
140,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
143,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
145,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
146,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
147,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
148,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
149,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
151,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
152,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
153,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
154,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
155,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
160,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
161,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
162,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
163,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
164,NULL,Water,Water,NULL,Water,NULL,NULL,Water
165,NULL,Water,Water,Water,Water,NULL,NULL,Water
166,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
167,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
169,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
171,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
172,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
173,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
174,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
175,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
176,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
177,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
178,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
179,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
180,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
181,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
182,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
183,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
184,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
185,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
186,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
187,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
188,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
189,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
190,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
191,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
192,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
193,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
194,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
195,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
196,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
197,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
198,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
199,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
200,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
201,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
202,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
203,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
204,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
205,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
206,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
207,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
208,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
209,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
210,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
211,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
212,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
213,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
214,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
215,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
216,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
217,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
218,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
219,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
220,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
221,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
222,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
223,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
224,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
225,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
226,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
227,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
228,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
229,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
230,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
231,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
232,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
233,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
234,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
235,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
236,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
237,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
238,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
239,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
240,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
241,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
242,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
243,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
244,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
245,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
246,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
247,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
248,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
249,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
250,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
251,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
252,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
253,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
254,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
255,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
256,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
257,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
258,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
259,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
260,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
261,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
262,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
263,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
264,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
265,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
266,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
267,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
268,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
269,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
270,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
271,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
272,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
273,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
274,Grassland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
275,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
276,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
277,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
278,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
279,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
280,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
281,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
282,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
283,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
284,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
285,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
286,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
287,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
288,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
289,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
291,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
292,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
293,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
294,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
295,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
296,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
297,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
298,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
299,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
300,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
301,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
302,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
303,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
304,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
305,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
306,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
307,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
308,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
309,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
310,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
311,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
312,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
313,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
314,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
315,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
316,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
317,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
318,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
319,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
320,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
321,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
322,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
324,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
325,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
326,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
327,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
328,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
