Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
130,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
133,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
143,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
188,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
189,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
190,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
191,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
192,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
193,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
207,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
208,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
209,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
210,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
211,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
212,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
213,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
214,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
215,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
226,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
227,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
228,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
229,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
230,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
231,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
232,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
233,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
276,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
277,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
278,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
279,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
280,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
281,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
282,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
283,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
284,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,NULL
285,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
286,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
287,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
288,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
289,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
290,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
291,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
292,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
293,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
294,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
295,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
296,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
297,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
298,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
299,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
300,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
301,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
302,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
303,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
