Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
60,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
65,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
66,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
67,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
68,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
70,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
71,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
72,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
74,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
82,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
83,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
84,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
85,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
90,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
91,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
92,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
93,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
94,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
95,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
96,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
97,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
98,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
99,NULL,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
100,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
101,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
102,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
103,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
104,NULL,NULL,Water,Water,Water,NULL,NULL,Water
105,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
113,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
116,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
118,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
119,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
120,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
123,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
124,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
132,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
136,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
137,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
138,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
139,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
140,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
142,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
145,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
150,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
152,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
153,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
154,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
155,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
157,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
160,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
161,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
163,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
164,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
165,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
166,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
167,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
169,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
170,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
171,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
172,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
173,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
175,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
176,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
177,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
178,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
179,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
181,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
182,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
183,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
184,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
186,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
187,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
188,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
191,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
192,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
193,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
194,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
195,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
196,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
197,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
198,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
199,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
200,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
201,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
203,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
204,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
205,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
206,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
207,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
208,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
209,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
210,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
211,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
212,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
213,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
214,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
215,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
217,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
218,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
219,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
223,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
224,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
225,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
226,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
227,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
228,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
229,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
230,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
231,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
232,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
233,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
234,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
235,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
236,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
237,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
238,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
239,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
241,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
242,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
243,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
244,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
245,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
246,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
247,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
248,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
249,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
250,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
251,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
253,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
255,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
256,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
257,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
258,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
259,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
260,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
261,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
262,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
264,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
265,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
266,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
267,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
268,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
269,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
270,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
272,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
273,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
274,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
275,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
276,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
277,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
278,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
279,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
280,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
281,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
282,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
283,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
284,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
285,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
286,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
287,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
288,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
289,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
290,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
291,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
292,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
293,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
294,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
295,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
296,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
297,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
298,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
299,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
300,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
301,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
302,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
303,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
304,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
305,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
307,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
308,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
309,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
310,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
311,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
312,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
313,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
315,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
316,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
317,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
318,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
319,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
320,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
321,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
322,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
323,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
324,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
325,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
326,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
327,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
328,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
329,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
331,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
332,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
333,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
334,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
335,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
336,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
337,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
