Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQR_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
52,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
53,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
54,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
55,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
56,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
57,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
58,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
60,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
61,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
120,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
121,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
122,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
123,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
124,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
125,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
126,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
127,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
128,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
129,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
130,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
131,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
132,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
133,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
135,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
136,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
137,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
138,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
139,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
140,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
141,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
142,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
143,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
144,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
145,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
146,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
147,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
148,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
149,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
150,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
151,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
152,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
153,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
154,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
155,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
156,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
157,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
158,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
159,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
160,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
161,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
162,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
163,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
164,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
165,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
166,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
167,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
168,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
169,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
170,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
171,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
172,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
173,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
175,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
176,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
177,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
178,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
179,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
180,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
182,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
183,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
184,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
189,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
190,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
191,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
192,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
193,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
194,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
195,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
196,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
197,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
198,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
199,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
200,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
201,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
202,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
203,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
204,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
205,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
206,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
207,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
208,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
209,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
210,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
211,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
212,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
213,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
214,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
215,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
216,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
217,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
218,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
219,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
220,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
221,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
222,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
223,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
224,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
225,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
226,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
227,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
228,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
229,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
230,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
231,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
232,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
233,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
234,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
235,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
236,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
237,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
238,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
239,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
240,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
241,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
242,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
243,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
244,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
245,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
246,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
247,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
248,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
249,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
250,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
251,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
252,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
253,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
254,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
255,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
256,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
257,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
258,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
259,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
260,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
261,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
262,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
263,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
264,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
265,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
266,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
267,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
268,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
269,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
270,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
271,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
272,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
273,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
274,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
275,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
276,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
277,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
278,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
279,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
280,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
281,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
282,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
283,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
284,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
285,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
286,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
287,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
288,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
289,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
290,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
291,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
292,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
293,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
294,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
295,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
296,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
297,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
298,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
299,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
300,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
301,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
302,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
303,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
304,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
305,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
306,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
307,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
308,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
309,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
310,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
311,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
312,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
313,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
314,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
315,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
316,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
317,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
318,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
319,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
320,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
321,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
322,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
323,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
324,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
