Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYR_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
70,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
71,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
73,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
74,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
75,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
76,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
87,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
88,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
89,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
90,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
96,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
97,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
98,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
100,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
101,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
102,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
103,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,NULL
104,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
105,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
106,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
107,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
108,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
109,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
110,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
111,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,NULL
112,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
113,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
114,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
115,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
116,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
117,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
118,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
119,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
120,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
121,NULL,NULL,NULL,Water,Non_Wetland,Forest,Wetland,NULL
122,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
123,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
131,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
135,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
205,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
206,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
207,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
208,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
209,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
210,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
211,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
212,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
213,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
214,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
215,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
216,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
217,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
218,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
219,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
220,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
221,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
222,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
223,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
224,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
225,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
226,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
227,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
228,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
229,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
230,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
233,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
234,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
235,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
236,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
237,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
238,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
239,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
240,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
241,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
242,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
243,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
244,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
245,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
246,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
247,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
248,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
249,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
250,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
251,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
252,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
253,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
254,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
255,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
256,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
257,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
258,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
259,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
260,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
262,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
263,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
266,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
268,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
269,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
270,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
271,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
272,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
276,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
277,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
279,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
280,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
283,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
284,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
285,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
287,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
291,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
294,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
296,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
297,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
300,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
301,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
303,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
305,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
307,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
308,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
309,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
310,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
311,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
312,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
313,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
314,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
315,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
316,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
317,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
318,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
319,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
320,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
321,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
322,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
323,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
324,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
