Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPS_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
194,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
195,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
197,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
198,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
199,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Built-up
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Built-up
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
247,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
248,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
249,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
250,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
251,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
252,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
253,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
254,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
255,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
256,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
257,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
258,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
259,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
260,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
261,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
262,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Built-up
263,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
264,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
265,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
266,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
267,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
268,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
269,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
270,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,NULL
271,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
272,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
273,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
274,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
275,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
276,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
277,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
278,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
279,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
280,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
281,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
282,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
283,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
284,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
285,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Forest
286,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
