Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKK_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
69,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
81,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
87,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
89,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
93,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
94,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
95,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
97,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
103,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
105,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
108,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
110,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
111,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
120,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
121,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
122,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
124,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
125,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
126,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
127,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
128,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
129,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
130,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
131,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
132,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
133,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
134,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
135,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
136,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
137,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
139,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
140,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
141,NULL,NULL,Water,Water,Water,NULL,NULL,Water
142,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
155,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
156,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
157,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
160,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
161,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
162,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
163,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
166,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
167,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
169,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
170,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
171,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
172,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
173,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
176,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
177,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
181,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
183,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
184,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
185,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
186,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
188,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
189,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
192,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
193,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
194,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
199,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
202,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
203,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
204,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
205,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
206,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
208,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
209,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
210,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
211,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
212,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
213,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
214,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
215,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
216,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
217,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
218,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
219,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
220,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
221,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
222,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
223,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
224,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
225,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
226,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
227,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
228,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
229,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
230,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
231,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
232,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
233,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
234,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
235,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
236,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
237,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
238,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
239,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
240,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
241,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
242,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
243,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
244,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
245,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
249,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
251,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
253,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
254,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
255,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
256,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
257,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
258,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
259,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
260,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
261,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
262,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
264,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
265,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
266,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
267,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
268,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
269,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
270,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
271,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
272,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
273,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
274,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
275,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
276,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
277,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
279,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
281,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
282,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
283,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
284,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
285,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
286,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
287,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
288,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
289,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
290,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
291,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
292,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
293,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
294,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
295,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
296,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
297,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
298,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
299,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
300,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
301,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
302,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
303,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
304,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
305,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
307,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
308,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
309,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
310,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
311,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
312,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
313,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
314,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
315,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
316,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
317,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
319,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
320,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
321,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
322,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
323,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
324,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
325,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
326,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
327,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
328,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
329,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
330,NULL,Water,Water,Water,Water,NULL,NULL,Water
331,NULL,Water,Water,Water,Water,NULL,NULL,Forest
332,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
333,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
334,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
335,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
336,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
337,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
338,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
340,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
341,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
342,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
