Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWP_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
60,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
64,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
71,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
89,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
92,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
93,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
96,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
98,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
99,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
100,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
101,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
103,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
104,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
106,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
110,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
111,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
112,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
113,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
114,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
115,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
117,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
118,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
119,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
120,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
121,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
122,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
123,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
124,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
125,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
126,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
127,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
128,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
129,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
130,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
131,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
132,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
133,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
134,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
135,NULL,NULL,Water,Water,Water,NULL,NULL,Water
136,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
138,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
140,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
145,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
146,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
147,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
152,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
153,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
155,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
156,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
157,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Built-up
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
160,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
161,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
166,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
167,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
168,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
169,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
171,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
172,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
173,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
176,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
178,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
179,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
181,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
182,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
183,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
184,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
185,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
186,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
187,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
188,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
189,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
190,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
192,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
193,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
194,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
195,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
196,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
197,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
198,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
199,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
200,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
201,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
203,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
204,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
206,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
208,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
210,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
211,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
212,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
213,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
216,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
217,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
218,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
219,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
220,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
221,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
222,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
223,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
224,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
225,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
226,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
227,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
228,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
229,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
231,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
232,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
233,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
234,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
235,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
236,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
237,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
238,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
239,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
240,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
241,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
242,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
243,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
244,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
245,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
247,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
249,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
250,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
252,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
253,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
255,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
256,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
257,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
258,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
259,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
260,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
261,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
262,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
263,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
264,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
265,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
266,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
267,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
268,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
269,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
270,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
271,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
272,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
273,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
274,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
275,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
276,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
277,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
279,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
280,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
281,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
282,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
283,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
284,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
285,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
286,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
287,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
288,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
289,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
290,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
291,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
292,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
293,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
296,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
297,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
298,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
299,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
300,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
301,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
302,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
303,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
305,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
306,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
307,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
308,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
309,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
310,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
311,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
312,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
313,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
315,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
316,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
318,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
319,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
320,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
321,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
322,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
323,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
324,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
325,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
326,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
327,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
328,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
329,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
331,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
332,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
333,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
334,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
335,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
336,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
337,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
338,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
339,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
341,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
