Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
121,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
122,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
138,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
140,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
141,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
144,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
172,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
173,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
176,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
177,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Built-up
181,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
182,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Bareland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
187,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Water
190,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Built-up
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Built-up
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
229,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
231,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Built-up
232,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
233,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
234,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
235,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
236,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
237,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
238,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
239,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
240,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
241,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
242,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
243,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Forest
244,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
245,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
246,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
247,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
248,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
249,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
250,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
251,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
252,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
253,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
254,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
255,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
256,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
257,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
258,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
259,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
260,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
261,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Cropland
262,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Wetland
263,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
264,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
265,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
266,NULL,NULL,NULL,Water,Non_Wetland,Built-up,NULL,Built-up
267,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Bareland,Grassland
268,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
269,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
270,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
271,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
272,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
273,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
274,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
275,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
276,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
277,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
278,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
279,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
280,NULL,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
281,NULL,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Wetland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
