Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFA_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
52,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
53,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
54,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
55,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
56,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
57,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
59,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
60,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
61,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
62,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
63,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
65,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
67,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
69,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
70,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
71,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
72,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
74,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
75,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
78,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
79,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
80,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
81,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
82,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
85,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
86,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
90,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
91,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
92,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
93,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
94,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
97,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
98,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
100,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
101,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
103,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
104,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
105,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
106,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
107,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
117,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
118,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
119,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
120,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
127,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
128,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
129,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
130,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
131,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
132,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
133,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
135,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
137,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
138,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
140,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
144,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
149,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
153,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
155,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
156,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
157,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
158,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
159,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
160,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
161,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
162,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
163,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
164,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
165,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
166,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
167,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
168,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
169,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
170,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
171,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
172,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
173,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
174,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
176,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
177,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
179,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
183,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
184,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
185,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
187,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
188,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
189,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
191,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
192,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
194,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
195,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
196,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
197,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
198,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
202,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
203,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
208,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
209,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
210,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
211,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
212,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
213,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
214,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
215,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
216,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
217,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
218,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
219,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
220,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
221,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
222,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
223,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
224,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
225,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
226,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
227,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
228,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
229,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
230,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
231,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
232,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
233,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
234,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
235,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
236,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
237,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
238,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
239,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
240,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
241,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
242,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
243,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
244,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
245,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
246,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
247,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
248,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
249,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
250,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
251,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
252,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
253,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
254,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
255,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
257,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
258,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
259,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
260,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
261,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
262,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
263,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
264,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
265,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
266,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
267,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
268,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
269,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
270,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
271,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
272,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
273,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
274,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
275,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
276,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
277,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
279,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
280,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
281,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
282,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
283,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
284,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
285,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
286,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
287,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
288,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
289,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
290,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
291,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
292,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
293,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
294,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
295,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
296,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
297,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
298,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
299,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
300,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
301,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
302,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
303,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
304,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
305,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
306,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
307,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
308,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
309,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
310,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
311,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
312,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
313,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
314,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
315,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
316,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
317,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
318,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
319,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
320,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
321,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
322,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
323,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
324,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
325,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
326,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
327,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
328,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
329,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
