Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGB_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
57,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
58,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
59,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
60,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
61,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
62,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
63,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
64,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
65,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
67,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
68,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
69,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
70,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
72,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
74,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
75,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
78,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
79,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
80,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
81,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
82,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
83,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
85,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
90,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
91,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
92,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
93,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
94,NULL,NULL,Water,Water,Water,NULL,NULL,Water
95,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
98,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
99,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
104,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
106,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
107,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
108,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
111,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
112,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
114,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
115,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
116,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
118,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
120,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
121,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
122,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
125,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
127,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
128,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
129,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
130,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
132,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
133,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
134,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
135,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
137,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
138,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
139,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
141,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
142,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
152,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
153,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
155,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
157,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
160,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
161,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
162,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
163,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
164,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
165,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
166,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
167,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
168,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
169,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
171,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
172,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
173,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
174,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
175,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
176,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
177,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
178,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
179,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
180,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
181,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
182,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
183,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
184,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
185,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
186,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
187,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
188,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
189,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
191,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
192,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
195,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
196,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
197,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
198,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
199,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
200,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
202,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
203,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
204,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
205,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
206,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
207,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
208,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
209,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
213,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
214,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
215,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
216,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
217,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
218,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
219,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
220,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
221,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
222,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
224,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
225,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
226,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
227,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
229,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
230,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
231,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
232,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
233,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
234,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
235,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
236,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
237,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
238,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
239,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
240,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
241,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
242,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
243,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
244,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
245,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
249,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
250,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
252,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
253,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
254,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
255,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
256,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
257,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
258,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
259,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
261,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
262,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
263,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
264,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
266,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
267,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
268,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
269,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
270,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
271,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
272,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
273,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
275,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
276,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
277,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
278,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
279,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
280,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
281,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
282,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
283,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
284,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
285,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
286,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
287,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
288,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
289,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
290,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
291,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
292,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
293,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
294,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
295,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
296,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
297,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
298,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
299,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
300,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
301,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
302,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
303,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
304,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
305,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
306,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
307,NULL,Water,Water,NULL,Water,NULL,NULL,Water
308,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
309,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
310,NULL,Water,Water,Water,Water,NULL,NULL,Water
311,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
312,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
313,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
314,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
315,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
316,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
317,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
318,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
319,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
320,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
321,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
322,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
323,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
324,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
325,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
326,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
327,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
328,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
329,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
330,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
331,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
332,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
333,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
335,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
336,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
337,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
