Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHT_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
114,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
179,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
180,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
181,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
182,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
183,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
185,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
202,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
203,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
204,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
205,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
206,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
207,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,NULL
208,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
209,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
210,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
211,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
