Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXG_M_R
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
35,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
36,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
38,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
44,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
46,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
47,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
48,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
49,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
50,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
51,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
52,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
53,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
54,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
55,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
56,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
57,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
58,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
59,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
60,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
62,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
67,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
68,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
69,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
70,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
71,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
72,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
73,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
74,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
76,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
77,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
78,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
79,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
80,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
82,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
83,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
85,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
86,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
87,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
89,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
91,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
92,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
93,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
97,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
98,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
99,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
100,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
101,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
103,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
104,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
105,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
106,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
107,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
108,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
109,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
110,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
111,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
112,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
113,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
114,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
116,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
117,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
118,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
119,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
120,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
123,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
124,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
125,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
128,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
129,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
130,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
131,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
132,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
133,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
135,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
136,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
137,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
138,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
140,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
142,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
143,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
145,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
146,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
147,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
148,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
149,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
150,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
151,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
152,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
153,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
154,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
155,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
156,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
157,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
158,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
159,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
160,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
161,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
162,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
163,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
164,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
165,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
166,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
167,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
169,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
170,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
171,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
172,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
173,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
174,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
176,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
177,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
180,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
181,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
183,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
184,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
185,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
188,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
191,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
192,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
194,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
196,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
197,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
198,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
199,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
200,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
201,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
202,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
204,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
205,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
206,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
207,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
208,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
210,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
211,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
212,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
213,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
216,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
217,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
218,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
219,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
220,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
221,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
224,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
225,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
226,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
227,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
228,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
229,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
231,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
232,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
233,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
234,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
235,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
236,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
237,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
238,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
239,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
240,NULL,Built-up,Wetland,NULL,NULL,NULL,NULL,Grassland
241,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
242,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
243,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
244,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
245,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
246,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
247,NULL,Built-up,Wetland,Non_Water,NULL,NULL,NULL,Wetland
248,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
249,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
250,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
251,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
252,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
253,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
254,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
255,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
256,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
257,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
258,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
259,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
260,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
262,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
263,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
265,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
266,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
267,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
268,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
269,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
270,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
271,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
272,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
273,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
274,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
275,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
276,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
277,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
278,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
279,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
280,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
281,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
282,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
283,NULL,Built-up,Water,NULL,NULL,NULL,NULL,Built-up
284,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
285,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
286,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
287,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
288,NULL,Built-up,Water,Non_Water,NULL,NULL,NULL,Grassland
289,NULL,Built-up,Water,Non_Water,NULL,NULL,NULL,Wetland
290,NULL,Built-up,Water,Non_Water,NULL,NULL,NULL,Water
291,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
292,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
293,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
294,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
295,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
296,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
297,NULL,Built-up,Water,Water,NULL,NULL,NULL,Wetland
298,NULL,Built-up,Water,Water,NULL,NULL,NULL,Water
299,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
300,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
301,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
302,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
303,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
304,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
305,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
306,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
307,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
308,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
309,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
310,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
311,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
312,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
313,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
314,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
315,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
316,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
317,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
318,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
319,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
320,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
321,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
322,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
323,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
325,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
326,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
327,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
328,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
329,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
331,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
332,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
333,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
335,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
336,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
337,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
338,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
