Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEF_M_R
29,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
30,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
31,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
32,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
33,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
34,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
35,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
36,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
37,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
41,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
44,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
48,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
49,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
50,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
51,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
52,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
53,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
54,NULL,NULL,Water,Water,Water,NULL,NULL,Water
55,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
58,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
60,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
61,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
62,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
63,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
67,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
68,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
69,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
70,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
71,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
72,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
73,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
74,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
77,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
78,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
79,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
80,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
82,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
84,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
85,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
86,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
87,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
88,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
89,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
90,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
91,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
92,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
93,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
94,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
95,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
96,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
97,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
98,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
99,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
100,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
101,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
103,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
104,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
105,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
107,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
108,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
109,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
110,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
111,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
112,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
113,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
114,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
116,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
118,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
119,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
120,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
121,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
122,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
123,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
124,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
125,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
126,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
127,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
128,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
129,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
130,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
131,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
132,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
133,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
135,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
136,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
137,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
138,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
139,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
140,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
141,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
142,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
143,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
144,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
145,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
146,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
147,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
148,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
149,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
150,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
151,NULL,Water,Water,Water,Water,NULL,NULL,Water
152,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
153,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
154,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
155,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
156,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
157,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
159,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
161,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
162,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
163,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
164,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
166,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
167,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
170,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
171,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
172,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
173,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
174,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
176,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
179,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
180,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
181,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
182,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
183,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
184,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
185,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
186,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
187,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
188,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
189,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
190,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
191,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
193,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
194,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
196,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
197,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
199,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
201,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
202,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
203,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
204,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
205,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
206,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
207,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
208,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
209,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
210,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
211,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
212,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
213,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
214,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
216,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
217,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
218,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
219,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
220,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
221,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
222,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
223,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
224,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
225,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
226,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
227,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
228,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
229,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
230,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
231,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
232,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
233,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
234,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
235,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
236,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
237,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
238,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
239,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
240,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
241,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
242,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
243,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
244,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
245,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
246,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
247,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
248,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
249,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
250,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
251,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
252,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
253,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
254,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
255,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
256,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
257,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
258,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
259,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
260,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
261,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
262,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
265,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
266,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
267,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
268,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
269,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
270,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
271,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
272,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
273,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
274,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
275,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
276,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
277,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
278,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
279,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
280,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
281,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
282,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
283,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
284,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
285,Grassland,Water,Water,Water,Water,NULL,NULL,Water
286,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
287,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
288,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
289,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
290,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
291,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
292,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
293,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
294,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
295,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
296,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
297,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
298,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
299,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
300,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
301,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
302,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
303,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
304,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
305,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
306,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
307,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
308,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
309,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
310,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
311,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
312,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
313,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
314,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
315,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
316,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
317,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
318,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
319,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
320,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
321,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
322,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
323,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
324,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
325,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
326,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
327,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
328,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
329,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
330,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
331,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
332,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
334,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
335,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
336,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
337,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
338,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
339,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
340,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
