Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
148,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
150,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
152,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
155,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
158,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
159,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
173,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
174,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
175,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
176,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
177,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
181,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
182,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
183,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
189,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
192,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
193,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Cropland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
251,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
252,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
253,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
254,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
255,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
256,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
257,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
258,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
259,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
260,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
261,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
262,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
263,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
264,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
265,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
266,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
267,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Cropland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
