Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFS_M_R
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
