Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
103,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
109,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
110,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
111,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
112,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
113,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
114,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
115,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
116,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
117,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
118,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
120,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
125,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
132,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
283,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
284,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
285,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
286,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
287,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
288,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
289,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
290,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
291,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
292,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
293,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
294,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
295,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
296,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
297,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
298,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
299,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
300,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
301,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
302,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
303,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
304,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
305,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
306,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
307,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
308,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
309,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
310,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
311,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
312,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
313,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
314,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
315,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
316,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
317,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
318,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
319,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
