Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKT_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
14,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
15,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
17,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
20,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
21,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
22,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
23,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
24,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
25,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
26,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
70,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
71,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
85,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
86,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
87,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
171,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
172,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
173,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
174,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
175,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
176,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
177,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
178,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
181,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
182,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
183,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
184,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
190,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
191,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
192,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
194,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
199,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
205,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
207,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
208,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
209,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
210,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
214,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
216,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
218,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
221,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
222,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
225,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
226,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
227,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
228,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
229,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
231,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
232,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
235,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
236,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
238,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
242,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
243,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
244,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
245,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
249,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
250,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
256,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
261,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
264,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
265,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
268,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
269,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
271,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
272,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
275,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
278,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
279,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
282,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
283,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
284,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
285,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
287,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
288,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
290,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
291,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
292,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
293,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
294,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
295,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
296,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
297,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
298,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
299,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
300,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
301,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
302,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
304,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
305,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
306,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
307,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
308,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
309,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
310,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
311,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
312,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
313,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
314,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
315,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
316,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
317,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
318,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
319,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
320,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
321,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
322,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
323,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
324,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
325,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
326,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
327,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
328,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
329,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
330,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
331,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
