Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
59,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
60,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
61,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
64,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
65,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
89,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
92,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
93,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
98,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
104,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
107,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
118,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
121,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
122,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
123,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
124,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
125,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
126,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
127,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
128,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
129,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
130,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
131,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
132,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
133,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
134,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
135,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
136,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
138,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
140,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
145,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
146,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
147,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
152,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
153,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
155,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
156,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
157,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
159,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
160,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
161,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
162,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
166,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
167,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
168,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
169,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
170,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
171,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
172,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
173,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
175,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
176,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
177,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
179,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
181,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
182,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
183,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
185,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
186,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
188,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
189,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
191,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
192,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
193,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
194,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
195,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
196,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
197,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
199,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
200,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
201,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
203,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
204,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
205,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
206,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
207,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
208,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
209,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
210,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
211,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
212,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
214,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
215,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
217,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
218,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
221,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
222,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
223,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
224,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
225,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
226,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
227,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
230,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
232,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
233,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
234,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
235,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
236,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
237,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
238,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
239,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
240,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
241,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
242,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
243,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
244,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
245,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
246,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
247,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
248,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
249,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
250,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
251,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
253,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
254,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
255,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
256,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
257,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
258,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
259,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
260,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
261,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
262,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
263,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
265,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
266,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
267,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
268,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
269,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
270,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
271,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
272,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
273,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
274,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
275,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
276,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
277,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
278,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
279,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
281,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
282,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
283,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
284,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
285,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
286,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
287,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
288,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
289,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
291,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
292,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
293,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
294,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
295,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
296,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
297,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
298,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
299,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
300,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
301,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
302,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
303,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
304,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
305,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
306,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
307,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
308,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
309,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
310,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
311,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
312,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
313,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
314,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
315,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
316,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
317,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
319,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
320,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,NULL
321,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
322,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
323,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
324,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
325,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
326,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
327,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
328,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
329,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
331,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
332,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
333,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
334,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
335,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
336,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
337,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
338,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
339,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
340,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
