Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLU_M_R
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
40,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
41,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
42,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
43,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
44,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
46,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
47,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
48,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
49,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
50,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
51,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
52,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
53,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
54,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
55,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
56,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
57,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
58,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
59,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
60,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
61,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
62,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
63,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
64,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
65,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
66,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
67,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
68,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
69,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
70,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
72,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
73,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
74,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
75,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
76,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
77,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
78,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
79,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
80,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
81,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
82,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
83,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
84,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
85,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
86,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
87,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
88,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
89,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
90,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
91,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
92,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
93,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
94,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
95,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
96,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
97,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
98,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
99,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
100,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
101,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
102,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
103,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
104,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
105,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
106,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
107,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
108,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
109,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
110,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
111,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
112,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
113,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
114,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
115,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
116,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
117,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
118,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
119,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
120,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
121,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
122,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
123,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
124,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
125,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
126,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
127,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
128,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
129,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
130,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
131,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
132,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
133,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
134,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
135,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
136,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
137,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
138,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
139,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
140,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
141,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
142,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
143,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
144,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
145,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
146,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
147,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
148,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
149,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
150,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
151,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
152,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
153,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
154,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
155,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
156,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
157,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
158,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
159,NULL,NULL,Water,Water,Water,Water,Wetland,Water
160,NULL,NULL,Water,Water,Water,Water,Water,Wetland
161,NULL,NULL,Water,Water,Water,Water,Water,Water
162,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
163,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
164,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
165,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
166,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
167,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
168,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
169,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
170,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
171,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
172,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
173,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
174,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
175,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
176,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
177,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
178,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
179,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
180,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
181,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
182,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
183,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
184,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
185,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
186,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
187,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
188,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
189,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
190,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
191,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
192,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
193,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
194,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
195,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
196,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
197,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
198,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
199,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
200,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
201,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
202,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
203,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
204,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
205,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
206,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
207,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
208,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
209,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
210,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
211,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
212,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
213,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
214,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
215,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
216,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
217,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
218,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
219,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
220,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
221,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
222,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
223,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
224,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
225,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
226,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
227,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
228,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
229,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
230,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
231,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
232,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
233,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
234,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
235,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
236,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
237,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
238,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
239,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
240,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
241,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
242,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
243,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
244,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
245,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
246,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
247,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
248,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
249,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
250,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
251,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
252,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
253,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
254,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
255,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
256,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
257,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
258,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
259,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
260,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
261,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
262,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
263,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
264,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
265,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
266,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
267,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
268,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
269,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Forest
270,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
271,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
272,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
273,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
274,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
275,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
276,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
277,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
278,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Grassland
279,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
285,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
286,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
287,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
288,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
289,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
290,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
291,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
292,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
293,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
294,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
295,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
296,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
297,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
298,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
299,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
300,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Water
301,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
302,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
303,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
304,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
305,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
306,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
307,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
308,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
309,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
310,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
311,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
312,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
313,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
314,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
315,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
316,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
317,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
318,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
319,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
320,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
321,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
322,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
323,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
324,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
325,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
326,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
327,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
328,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
329,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
330,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
331,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
