Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
36,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
45,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
47,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
48,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
50,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
51,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
52,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
53,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
54,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
55,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
56,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
57,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
59,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
60,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
61,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
62,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
63,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
68,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
70,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
71,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
72,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
73,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
74,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
75,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
76,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
77,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
78,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
79,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
80,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
81,NULL,NULL,Water,Water,Water,NULL,NULL,Water
82,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
83,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
84,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
86,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
87,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
88,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
89,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
90,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
91,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
92,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
93,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
94,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
95,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
96,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
97,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
98,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
99,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
100,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
101,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
102,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
103,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
104,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
106,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
107,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
108,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
109,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
110,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
111,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
112,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
114,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
115,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
116,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
117,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
119,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
120,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
121,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
122,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
123,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
124,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
125,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
126,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
127,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
128,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
129,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
130,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
131,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
132,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
133,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
134,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
135,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
137,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
138,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
141,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
142,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
143,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
144,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
145,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
146,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
147,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
148,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
149,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
150,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
153,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
154,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
155,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
156,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
157,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
158,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
159,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
160,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
161,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
162,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
163,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
164,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
165,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
166,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
167,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
168,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
169,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
170,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
171,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
172,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
173,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
174,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
175,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
176,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
177,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
178,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
180,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
181,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
183,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
184,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
185,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
187,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
190,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
192,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
193,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
194,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
196,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
199,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
200,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
201,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
202,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
203,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
205,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
206,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
208,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
209,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
211,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
212,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
213,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
214,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
215,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
216,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
217,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
218,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
219,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
222,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
224,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
225,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
226,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
227,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
228,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
229,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
231,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
232,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
233,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
234,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
235,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
236,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
237,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
238,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
239,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
240,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
241,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
242,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
243,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
244,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
245,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
249,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
250,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
251,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
253,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
254,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
255,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
256,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
257,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
258,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
259,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
260,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
261,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
262,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
263,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
265,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
266,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
267,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
268,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
269,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
270,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
271,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
272,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
273,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
274,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
275,NULL,Built-up,Wetland,NULL,NULL,NULL,NULL,Grassland
276,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
277,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
278,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
279,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
280,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
281,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
282,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
283,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
284,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
285,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
286,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
287,NULL,Built-up,Wetland,Water,NULL,NULL,NULL,Bareland
288,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
289,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
290,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
291,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
292,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
293,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
294,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
295,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
296,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
297,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
298,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
299,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
300,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
301,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
302,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
303,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
304,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
305,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
306,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
307,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
308,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
309,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
310,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
311,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
312,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
313,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
314,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
315,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
316,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
317,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
318,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
319,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
320,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
321,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
322,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
323,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
324,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
325,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
326,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
327,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
328,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
329,NULL,Built-up,Water,Water,NULL,NULL,NULL,Wetland
330,NULL,Built-up,Water,Water,NULL,NULL,NULL,Water
331,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
332,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
333,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
334,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
335,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
336,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
337,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
338,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
339,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
