Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTA_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Water
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
42,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
74,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Water
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
165,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
166,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Water
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
173,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
175,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
176,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
177,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
179,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
182,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
193,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
196,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
231,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
232,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
233,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
234,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
235,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
236,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
237,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
238,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
239,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Built-up
240,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
241,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
242,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
243,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
244,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
245,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
246,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Water
247,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Grassland
248,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Wetland
249,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Water
250,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Forest
251,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
252,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
253,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
254,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
255,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Built-up
256,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
257,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
258,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
259,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
260,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
261,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
262,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
263,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
264,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
265,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
266,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Wetland
267,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
268,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
269,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
270,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
271,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
272,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Built-up,Forest
273,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
274,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
275,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Bareland
276,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
277,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Wetland
278,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Built-up
279,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
280,NULL,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
