Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMK_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
41,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
44,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
54,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
57,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
59,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
65,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
66,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
67,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
68,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
70,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
71,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
72,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
74,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
75,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
76,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
77,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
82,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
83,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
85,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
90,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
91,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
92,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
93,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
94,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
95,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
96,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
97,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
98,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
99,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
100,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
101,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
102,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
103,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
104,NULL,NULL,Water,Water,Water,NULL,NULL,Water
105,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
117,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
118,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
119,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
120,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
121,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
122,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
123,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
124,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
125,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
132,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
134,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
135,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
137,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
138,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
139,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
140,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
142,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
144,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
145,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
146,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
147,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
148,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
149,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
151,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
152,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
153,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
154,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
155,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
156,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
160,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
161,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
162,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
163,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
164,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
165,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
166,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
167,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
168,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
169,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
170,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
171,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
172,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
173,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
174,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
175,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
176,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
177,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
179,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
181,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
183,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
184,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
185,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
187,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
188,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
189,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
190,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
192,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
193,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
194,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
197,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
198,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
199,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
200,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
201,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
202,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
203,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
204,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
206,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
207,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
208,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
210,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
211,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
214,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
215,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
216,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
217,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
218,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
219,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
220,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
221,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
222,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
223,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
224,NULL,Water,Water,Water,Water,NULL,NULL,Water
225,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
226,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
227,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
228,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
229,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
231,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
232,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
233,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
234,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
235,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
236,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
237,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
238,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
239,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
240,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
241,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
242,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
243,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
244,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
245,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
246,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
247,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
248,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
249,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
250,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
252,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
254,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
255,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
256,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
257,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
258,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
259,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
260,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
261,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
262,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
263,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
264,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
265,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
266,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
267,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
268,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
269,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
271,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
272,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
273,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
274,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
275,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
276,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
277,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
278,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
279,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
280,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
281,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
282,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
283,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
284,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
285,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
286,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
287,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
288,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
289,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
290,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
291,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
292,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
293,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
294,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
295,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
296,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
297,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
298,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
299,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
300,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
301,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
302,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
303,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
304,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
305,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
306,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
307,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
308,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
309,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
310,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
311,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
312,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
313,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
314,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
315,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
316,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
317,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
318,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
319,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
320,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
321,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
322,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
324,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
325,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
326,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
327,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
328,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
329,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
330,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
331,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
332,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
333,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
334,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
335,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
336,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
337,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
338,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
339,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
340,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
341,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
342,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
