Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
263,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
265,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
266,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
267,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
268,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
269,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
270,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
271,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
272,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
273,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
274,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
275,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
276,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
277,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
278,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
279,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
280,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
281,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
282,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
283,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
284,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
285,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
286,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
287,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
288,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
289,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
290,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
291,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
292,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
293,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
294,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
295,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
296,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
297,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
298,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
299,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
300,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
301,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
302,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
