Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
61,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
62,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
63,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
64,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
65,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
66,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
67,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
68,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
69,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
72,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
79,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
80,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
81,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
82,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
83,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
84,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
85,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
86,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
87,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
88,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
89,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
90,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
91,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
92,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
93,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
94,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
95,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
96,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
97,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
98,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
99,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
100,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
101,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
102,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
103,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
184,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
186,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
187,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
188,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
189,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
190,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
191,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
192,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
193,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
205,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
206,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
207,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
208,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
209,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
210,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
211,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
212,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
213,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
214,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
215,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
216,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
217,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
218,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
219,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
220,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
221,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
222,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
223,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
224,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
225,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
226,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
227,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
228,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
229,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
230,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
231,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
232,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
233,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
234,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
235,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
236,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
237,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
238,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
239,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
240,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
241,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
243,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
248,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
256,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
258,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
259,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
261,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
262,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
263,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
275,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
280,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
281,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
286,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
292,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
295,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
296,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
297,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
298,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
299,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
300,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
301,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
302,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
305,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
306,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
307,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
308,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
309,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
310,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
311,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
312,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
313,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
314,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
315,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
316,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
317,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
318,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
319,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
320,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
321,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
322,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
