Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVV_M_R
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
60,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
64,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
66,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
72,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
87,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
88,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
89,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
90,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
96,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
97,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
98,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
99,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Wetland
100,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
101,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
102,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
103,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
105,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
109,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
205,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
206,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
207,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
208,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
209,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
210,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
211,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
212,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
213,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
214,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
215,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
216,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
217,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
218,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
219,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
220,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
221,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
222,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
223,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
224,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
225,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
226,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
227,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
228,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
229,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
230,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
233,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
234,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
235,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
236,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
237,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
238,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
239,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
240,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
241,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
242,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
243,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
244,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Wetland
245,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
246,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
247,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
248,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
249,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
250,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
251,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Wetland
252,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
253,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
254,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
256,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
257,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
259,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
261,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
270,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
273,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
274,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
276,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
277,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
281,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
283,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
284,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
286,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
291,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
296,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
297,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
298,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
299,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
300,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
301,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
302,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
305,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
306,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
307,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
308,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
309,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
310,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
311,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
312,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
313,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
314,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Wetland
315,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
316,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
318,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
319,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
320,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
