Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXS_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Water
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Cropland
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
198,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
199,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
221,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
222,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Water
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,NULL
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Bareland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
311,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
312,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
313,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
314,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
315,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
316,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
317,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
318,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
319,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
320,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
321,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
322,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
323,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
324,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
325,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
326,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
327,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
328,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
329,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
