Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R
51,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
55,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
56,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
57,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
58,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
59,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
60,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
62,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
63,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
64,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
66,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
68,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
72,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
73,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
74,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
75,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
76,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
77,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
78,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
79,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
80,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
82,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
83,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
85,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
86,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
88,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
89,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
90,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
91,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
92,NULL,Water,Water,Water,Water,NULL,NULL,Water
93,NULL,Water,Water,Water,Water,NULL,NULL,Forest
94,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
95,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
96,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
100,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
102,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
103,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
105,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
106,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
107,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
108,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
109,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
110,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
111,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
112,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
113,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
114,NULL,Forest,Water,Water,Water,NULL,NULL,Water
115,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
116,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
118,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
119,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
120,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
121,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
122,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
123,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
124,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
125,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
126,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
127,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
128,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
129,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
130,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
131,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
132,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
133,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
134,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
135,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
136,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
137,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
138,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
139,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
140,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
141,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
142,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
143,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
144,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
145,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
146,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
147,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
148,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
149,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
150,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
152,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
153,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
154,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
155,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
156,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
157,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
158,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
159,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
160,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
161,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
162,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
163,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
164,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
165,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
166,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
167,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
168,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
169,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
170,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
171,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
172,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
173,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
174,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
175,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
176,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
177,Grassland,Water,Water,Water,Water,NULL,NULL,Water
178,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
179,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
180,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
181,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
182,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
183,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
184,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
185,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
186,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
187,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
188,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
189,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
190,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
191,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
192,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
193,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
194,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
195,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
196,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
197,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
198,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
199,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
200,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
201,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
202,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
203,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
204,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
205,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
206,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
207,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
208,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
209,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
210,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
211,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
212,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
213,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
214,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
216,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
217,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
218,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
219,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
220,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
221,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
222,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
223,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
224,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
225,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
227,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
228,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
229,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
230,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
231,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
232,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
233,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
234,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
235,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
236,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
237,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
238,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
239,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
240,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
241,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
242,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
243,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
244,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
245,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
246,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
247,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
248,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
249,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
250,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
251,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
252,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
253,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
254,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
255,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
256,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
257,Cropland,Water,Water,Water,Water,NULL,NULL,Water
258,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
259,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
260,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
261,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
262,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
263,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
264,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
265,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
266,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
267,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
268,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
269,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
270,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
271,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
272,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
273,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
274,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
275,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
276,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
277,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
278,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
279,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
280,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
281,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
282,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
283,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
284,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
285,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
286,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
287,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
288,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
289,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
290,Wetland,Water,Water,Water,Water,NULL,NULL,Water
291,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
292,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
293,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
294,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
295,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
296,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
297,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
298,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
299,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
300,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
301,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
302,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
303,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
304,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
305,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
306,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
307,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
308,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
309,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
310,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
311,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
312,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
313,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
314,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
315,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
316,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
317,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
318,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
319,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
320,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
321,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
322,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
323,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
324,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
325,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
326,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
327,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
328,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
329,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
330,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
331,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
332,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
333,Bareland,Water,Water,Water,Water,NULL,NULL,Water
334,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
335,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
336,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
337,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
338,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
339,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
340,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
341,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
342,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
343,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
344,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
346,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
347,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
