Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
87,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
88,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
89,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
90,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
91,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
92,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
93,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
94,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
95,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
96,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
97,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
158,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
160,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
161,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
162,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
163,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
164,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
165,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
166,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
167,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
168,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
169,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
170,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
171,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
172,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
173,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
174,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
175,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
176,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
177,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
178,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
179,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
182,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
183,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
190,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
191,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
192,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
193,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
194,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
198,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
199,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
200,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
201,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
205,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
207,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
208,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
209,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
210,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
211,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
212,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
213,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
214,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
215,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
216,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
217,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
219,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
220,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
221,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
222,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
223,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
224,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
225,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
226,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
227,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
228,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
229,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
230,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
231,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
232,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
233,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
234,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
235,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
236,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
237,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
238,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
239,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
240,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
241,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
242,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
243,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
244,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
245,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
246,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
247,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
248,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
249,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
250,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
251,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
252,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
253,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
254,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
255,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
256,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
257,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
258,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
259,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
260,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
261,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
262,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
263,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
264,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
265,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
266,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
267,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
268,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
269,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
270,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
271,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
272,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
273,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
274,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
275,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
276,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
277,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
278,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
279,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
280,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
281,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
282,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
283,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
284,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
285,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
286,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
287,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
288,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
289,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
290,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
291,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
292,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
293,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
294,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
295,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
296,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
297,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
298,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
299,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
300,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
301,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
302,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
303,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
304,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
305,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
306,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
307,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
308,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
309,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
310,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
311,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
312,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
313,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
314,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
315,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
316,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
317,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
318,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
319,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
320,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
321,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
322,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
323,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
324,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
