Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LML_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LML_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
128,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
129,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
130,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
131,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
132,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
133,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,NULL
134,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
135,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
139,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
141,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
312,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
313,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
314,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
315,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
316,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
317,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
