Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
40,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
48,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
60,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
67,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
72,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
74,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
75,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
76,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
81,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
82,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
83,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
87,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
88,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
89,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
93,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
94,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
95,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
96,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
98,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
99,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
100,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
101,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
107,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
108,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
109,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
110,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
111,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
112,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
114,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
116,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
117,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
118,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
120,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
121,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
122,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
123,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
126,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
127,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
128,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
130,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
131,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
132,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
133,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
134,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
135,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
136,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
137,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
139,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
140,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
141,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
142,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
143,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
144,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
145,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
146,NULL,NULL,Water,Water,Water,NULL,NULL,Water
147,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
151,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
152,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
153,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
154,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
156,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
157,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
159,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
160,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
161,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
162,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
163,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
164,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
165,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
166,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
167,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
168,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
169,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
170,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
171,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
172,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
173,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
175,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
177,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
179,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
181,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
182,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
183,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
185,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
187,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
188,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
189,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
190,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
192,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
195,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
196,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
197,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
198,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
201,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
202,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
203,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
204,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
205,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
206,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
207,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
208,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
210,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
211,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
212,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
213,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
214,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
215,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
216,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
217,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
218,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
219,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
220,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
221,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
222,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
223,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
224,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
225,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
226,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
227,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
228,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
229,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
230,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
232,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
233,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
234,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
235,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
236,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
238,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
239,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
241,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
242,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
243,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
244,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
245,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
247,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
248,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
249,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
250,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
251,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
252,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
253,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
255,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
256,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
257,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
258,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
259,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
260,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
261,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
262,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
264,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
265,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
266,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
267,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
268,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
269,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
270,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
272,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
273,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
274,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
275,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
276,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
277,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
278,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
279,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
280,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
281,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
282,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
283,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
284,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
285,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
286,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
288,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
289,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
290,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
291,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
292,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
293,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
294,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
295,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
296,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
297,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
298,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
299,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
300,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
301,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
302,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
303,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
305,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
306,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
307,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
308,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
310,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
311,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
312,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
313,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
314,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
315,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
316,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
317,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
318,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
319,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
320,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
321,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
322,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
323,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
324,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
325,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
326,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
327,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
328,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
329,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
330,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
331,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
332,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
333,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
334,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
335,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
336,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
