Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWT_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Built-up
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
