Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
58,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
59,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
62,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
63,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
64,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
65,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
66,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
67,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
69,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
70,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
71,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
72,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
74,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
75,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
77,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
78,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
79,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
80,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
82,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
83,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
85,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
86,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
88,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
89,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
90,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
91,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
92,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
93,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
95,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
96,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
97,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
98,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
100,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
101,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
103,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
105,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
106,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
107,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
109,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
110,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
111,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
112,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
114,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
116,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
117,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
118,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
119,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
120,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
121,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
122,NULL,NULL,Water,Water,Water,NULL,NULL,Water
123,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
125,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
126,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
127,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
130,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
131,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
132,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
133,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
134,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
136,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
137,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
138,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
141,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
142,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
144,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
145,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
146,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
148,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
149,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
150,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
152,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
153,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
154,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
155,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
156,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
157,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
158,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
159,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
160,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
161,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
163,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
164,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
166,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
167,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
168,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
171,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
172,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
173,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
174,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
175,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
176,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
179,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
181,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
183,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
184,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
185,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
186,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
187,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
188,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
189,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
190,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
191,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
192,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
193,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
194,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
195,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
196,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
197,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
199,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
201,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
202,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
204,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
206,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
207,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
208,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
209,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
210,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
211,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
212,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
213,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
214,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
215,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
216,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
217,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
218,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
219,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
221,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
222,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
224,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
225,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
226,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
227,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
228,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
229,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
230,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
231,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
232,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
233,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
234,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
235,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
236,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
237,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
238,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
239,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
240,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
241,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
242,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
243,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
244,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
245,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
247,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
248,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
249,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
250,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
251,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
252,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
253,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
254,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
255,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
256,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
257,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
258,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
259,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
260,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
261,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
262,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
263,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
264,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
265,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
266,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
267,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
268,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
269,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
270,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
271,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
272,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
273,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
274,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
275,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
276,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
277,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
279,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
280,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
281,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
282,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
283,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
284,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
285,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
286,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
287,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
288,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
289,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
290,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
291,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
292,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
293,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
294,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
295,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
296,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
297,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
298,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
299,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
300,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
301,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
302,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
303,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
305,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
306,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
307,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
308,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
309,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
310,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
311,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
312,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
313,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
314,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
315,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
316,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
318,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
319,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
320,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
321,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
322,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
324,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
325,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
326,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
327,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
328,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
329,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
