Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWU_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
14,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
15,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
17,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
20,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
21,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
22,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
23,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
24,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
25,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
26,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
28,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
47,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
53,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
54,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
55,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
56,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
57,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
58,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
59,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
60,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
61,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
62,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
63,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
64,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
65,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
66,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
67,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
68,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
69,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
72,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
73,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
74,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
75,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
76,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
77,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
78,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
79,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
80,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
81,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
82,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
83,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
85,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
86,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
160,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
161,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
162,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
163,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
174,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
175,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
176,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
184,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
185,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
186,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
187,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
188,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
189,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
190,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
191,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
192,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
193,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
194,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
195,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
196,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
197,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
198,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
199,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
200,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
201,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
202,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
203,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
204,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
205,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
206,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
207,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Wetland
208,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
209,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
210,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
211,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
213,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
214,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
215,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
218,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
222,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
232,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
234,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
237,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
245,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
247,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
252,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
254,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
256,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
257,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
258,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
259,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
260,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
261,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
262,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
263,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
264,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
265,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
266,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
267,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
268,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
269,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
270,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
271,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
272,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
273,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
274,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
275,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
276,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
277,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
278,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
279,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
280,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
281,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
282,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
283,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
284,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
285,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
286,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
287,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
288,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
289,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
290,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
291,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
292,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
293,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
294,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
295,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
296,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
297,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
298,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
299,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
300,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
301,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
302,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
303,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
304,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
305,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
306,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
307,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
308,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
309,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
310,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
311,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
312,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
313,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
314,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
315,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
316,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
317,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
318,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
319,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
320,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
321,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
322,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
323,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
324,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
325,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
326,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
327,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
328,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
329,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
330,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
331,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
332,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
334,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
