Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNK_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
11,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
12,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
13,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
14,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
17,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
18,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
19,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
20,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
21,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
22,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
23,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
24,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
25,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
26,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
27,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
28,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Water
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Cropland
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
188,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
189,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
190,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
191,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
207,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
208,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
209,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
210,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Water
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
226,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
227,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
228,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
246,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Bareland
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
322,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
323,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
324,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
325,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
326,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
327,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
328,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
329,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
