Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUH_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
37,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
84,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
96,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
97,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
98,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
99,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
100,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
225,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
226,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
227,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
228,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
229,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
230,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
233,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
234,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
235,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
236,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
237,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
238,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
239,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
240,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
241,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
242,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
243,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
244,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
245,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
246,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
247,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
248,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
249,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
250,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
251,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
252,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
253,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
254,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
255,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
256,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
261,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
277,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
278,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
279,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
280,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
281,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
282,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
283,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
284,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
285,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
286,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
287,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
288,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
289,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
290,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
291,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
292,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
293,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
294,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
295,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
296,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
297,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
298,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
299,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
300,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
301,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
302,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
303,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
304,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
305,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
306,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
307,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
308,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
309,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
310,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
311,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
312,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
313,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
314,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
315,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
316,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
317,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
318,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
319,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
320,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
321,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
