Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUT_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
58,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
60,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
61,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
62,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
63,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
64,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
65,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
66,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
67,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
68,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
69,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
72,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
73,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
74,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
75,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
76,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
77,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
78,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
79,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
80,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
81,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
82,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
83,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
84,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
85,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
86,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
87,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
88,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
89,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
90,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
91,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Forest
92,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
93,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
94,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
95,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
96,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
174,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
175,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
176,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
184,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
186,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
187,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
188,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
189,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
190,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
191,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
192,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
193,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
194,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
195,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
196,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
197,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
198,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
199,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
200,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
201,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
202,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
203,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
204,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
205,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
206,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
207,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
208,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
209,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
210,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
211,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
212,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
213,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
216,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
218,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
221,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
222,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
225,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
226,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
228,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
231,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
232,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
233,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
235,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
237,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
239,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
240,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
241,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
242,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
244,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
245,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
247,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
250,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
257,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
262,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
263,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
265,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
266,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
267,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
268,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
269,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
270,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
271,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
272,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
273,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
274,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
275,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
276,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
277,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
278,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
279,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
280,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
281,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
282,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
283,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
284,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
285,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
286,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
287,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
288,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
289,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
290,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
291,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
292,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
293,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
294,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
295,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
296,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
297,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
298,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
299,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
300,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
301,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
302,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
303,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
304,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
305,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
306,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
307,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
308,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
309,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
310,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
311,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
312,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
313,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
314,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
315,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
316,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
317,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
318,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
319,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
320,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
321,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
322,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
323,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
324,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
325,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
326,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
327,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
