Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGS_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
15,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
16,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
18,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
19,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
20,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
21,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
22,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
23,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
24,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
25,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
26,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
163,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
164,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
166,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
174,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
175,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
176,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
177,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
179,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
180,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
182,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
200,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
201,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
202,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
203,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
204,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
205,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
206,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
