Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRA_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
60,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
63,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
65,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
67,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
68,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
70,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
73,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
74,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
75,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
76,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
80,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
81,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
82,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
83,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
87,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
88,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
90,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
91,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
93,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
97,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
98,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
100,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
101,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
103,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
105,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
106,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
107,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
108,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
109,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
110,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
116,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
117,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
118,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
119,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
120,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
121,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
122,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
123,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
124,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
125,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
126,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
127,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
128,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
129,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
130,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
131,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
132,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
133,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
134,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
135,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
136,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
137,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
138,NULL,NULL,Water,Water,Water,NULL,NULL,Water
139,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
140,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
155,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
156,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
157,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
160,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
161,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
162,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
166,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
168,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
169,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
170,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
171,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
173,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
174,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
175,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
176,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
177,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
179,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
180,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
182,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
183,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
185,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
187,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
188,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
190,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
191,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
192,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
194,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
199,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
200,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
201,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
202,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
203,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
204,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
205,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
206,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
207,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
208,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
209,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
210,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
211,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
212,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
213,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
214,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
215,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
216,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
217,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
218,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
219,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
220,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
221,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
222,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
223,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
224,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
225,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
226,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
227,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
228,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
229,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
230,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
231,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
232,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
233,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
234,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
235,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
236,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
237,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
238,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
239,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
240,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
241,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
242,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
243,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
244,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
245,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
246,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
247,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
248,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
249,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
250,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
251,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
252,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
253,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
254,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
256,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
257,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
258,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
259,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
261,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
262,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
263,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,NULL
264,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
265,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
266,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
267,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
268,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
269,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
270,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
271,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
272,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
273,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
274,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
275,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
276,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
277,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
278,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
279,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
280,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
281,NULL,Cropland,Water,Water,Water,NULL,NULL,NULL
282,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
283,NULL,Cropland,Water,Water,Water,NULL,NULL,Cropland
284,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
285,NULL,Cropland,Water,Water,Water,NULL,NULL,Bareland
286,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
287,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
288,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
289,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
290,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
291,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
292,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
293,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
294,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
295,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
296,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
297,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
298,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
299,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
300,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
301,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
302,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
303,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
304,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
305,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
306,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
307,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
308,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
309,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
310,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
311,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
312,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
313,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
314,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
316,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
317,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
318,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
319,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
320,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
321,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
322,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
323,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
324,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
325,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
326,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
327,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
328,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
329,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
330,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
331,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
332,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
333,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
334,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
335,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
336,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
337,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
338,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
341,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
342,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
