Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBM_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
123,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Built-up
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
183,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
185,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
186,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
194,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
197,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
198,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
203,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
204,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
208,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Built-up
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Built-up
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
241,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
242,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
243,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
244,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
245,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
246,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
247,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
248,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
249,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
250,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
251,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
252,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
