Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
146,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
150,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
156,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
157,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
185,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
188,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
189,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
191,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
192,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
193,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
196,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
198,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
199,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
200,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
201,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
202,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
204,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
205,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
206,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
207,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
210,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
211,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
212,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
214,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
215,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
216,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
217,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
218,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
219,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
220,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
221,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
222,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
223,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
224,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
225,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
226,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
227,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
228,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
229,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
230,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
231,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
232,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
233,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
234,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
235,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
236,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
237,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
238,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
295,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
296,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
297,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
298,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
299,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
300,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
301,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
302,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
303,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
304,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
305,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
306,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
307,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Forest
308,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
309,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
310,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
311,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
312,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
313,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
314,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
315,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
316,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
317,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
318,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
319,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
320,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
321,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
322,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
323,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
324,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
325,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
326,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
327,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
328,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
329,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
