Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
149,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
159,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
161,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
162,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
163,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
165,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
166,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
187,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
188,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
189,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
190,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
191,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
192,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
193,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
194,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
195,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
196,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
197,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
198,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
199,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Forest
200,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
201,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
202,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
