Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBH_M_R
31,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
32,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
33,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
34,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
35,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
36,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
37,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
38,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
39,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
40,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
41,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
42,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
43,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
44,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
45,NULL,Water,Water,Water,Water,NULL,NULL,Water
46,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
47,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
48,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
49,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
50,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
51,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
52,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
53,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
54,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
55,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
56,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
57,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
58,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
59,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
60,NULL,Forest,Water,Water,Water,NULL,NULL,Water
61,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
62,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
63,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
64,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
66,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
67,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
68,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
69,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
70,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
71,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
72,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
73,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
74,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
75,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
76,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
77,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
78,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
79,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
80,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
81,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
82,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
83,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
84,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
85,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
86,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
87,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
88,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
89,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
90,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
91,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
92,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
93,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
94,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
95,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
96,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
97,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
98,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
99,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
100,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
101,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
102,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
103,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
104,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
105,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
106,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
107,Cropland,Water,Water,Water,Water,NULL,NULL,Water
108,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
109,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
110,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
111,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
112,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
113,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
114,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
115,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
116,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
117,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
118,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
119,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
120,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
121,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
122,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
123,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
124,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
125,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
126,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
127,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
128,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
129,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
130,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
131,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
132,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
133,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
134,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
135,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
136,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
137,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
138,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
139,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
140,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
141,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
142,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
143,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
144,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
145,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
146,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
147,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
148,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
149,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
150,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
151,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
152,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
153,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
154,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
155,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
156,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
157,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
158,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
159,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
160,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
161,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
162,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
163,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
164,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
165,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
166,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
167,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
168,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
169,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
170,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
171,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
172,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
173,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
174,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
175,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
176,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
177,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
178,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
179,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
180,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
181,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
182,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
183,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
184,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
185,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
186,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
187,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
188,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
189,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
190,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
191,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
192,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
193,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
194,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
195,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
196,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
197,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
198,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
199,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
200,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
201,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
202,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
203,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
204,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
205,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
206,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
207,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
208,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
209,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
210,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
211,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
212,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
213,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
214,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
215,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
216,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
217,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
218,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
219,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
220,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
221,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
222,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
223,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
224,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
225,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
226,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
228,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
229,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
230,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
231,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
232,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
233,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
234,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
235,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
236,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
237,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
238,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
239,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
240,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
241,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
242,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
243,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
244,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
245,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
246,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
247,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
248,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
249,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
251,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
252,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
253,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
254,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
255,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
256,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
257,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
258,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
259,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
260,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
261,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
262,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
263,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
264,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
265,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
266,Bareland,Water,Water,Water,Water,NULL,NULL,Water
267,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
268,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
269,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
270,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
271,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
272,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
273,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
274,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
275,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
276,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
277,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
278,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
279,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
280,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
281,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
282,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
283,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
284,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
285,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
286,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
287,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
288,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
289,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
290,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
291,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
292,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
293,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
294,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
295,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
296,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
297,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
298,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
299,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
300,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
301,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
302,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
303,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
304,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
305,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
306,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
307,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
308,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
309,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
310,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
311,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
312,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
313,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
314,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
315,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
316,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
317,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
318,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
319,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
320,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
321,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
322,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
323,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
324,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
325,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
326,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
327,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
328,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
329,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
330,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
331,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
332,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
333,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
334,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
335,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
336,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
337,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
338,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
339,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
340,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
341,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
