Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPB_M_R
29,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
30,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
31,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
38,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
39,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
40,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
41,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
44,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
45,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
46,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
48,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
50,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
57,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
59,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
63,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
65,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
66,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
67,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
68,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
69,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
73,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
74,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
75,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
76,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
77,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
78,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
80,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
81,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
82,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
83,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
84,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
86,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
87,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
88,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
89,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
91,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
92,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
93,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
95,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
97,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
98,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
99,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
100,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
101,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
102,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
104,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
106,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
110,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
113,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
114,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
116,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
117,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
118,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
119,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
120,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
121,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
122,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
123,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
125,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
126,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
127,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
128,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
129,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
130,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
131,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
132,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
133,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
134,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
135,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
136,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
137,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
138,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
139,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
140,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
141,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
142,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
144,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
145,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
146,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
148,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
149,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
150,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
151,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
152,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
153,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
155,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
157,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
159,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
160,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
161,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,NULL
162,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
163,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
164,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
165,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
166,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
169,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
170,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
171,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
172,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
173,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
174,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
175,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
176,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
178,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
181,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
182,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
183,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
184,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
185,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
187,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
190,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
192,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
195,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
197,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
198,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
202,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
203,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
204,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
205,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
206,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
207,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
208,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
211,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
212,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
213,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
214,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
215,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
216,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
217,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
218,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
219,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
220,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
221,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
222,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
223,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
224,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
225,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
226,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
227,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
228,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
229,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
230,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
231,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
232,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
233,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
234,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
235,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
236,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
237,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
238,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
239,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
240,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
241,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
242,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
243,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
244,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
245,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
246,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
247,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
248,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
249,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
250,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
251,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
252,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
253,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
254,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
255,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
256,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
257,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
258,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
259,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
260,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
261,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
262,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
263,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
264,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
265,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
266,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
267,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
268,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
269,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
270,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
271,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
272,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
273,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
274,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
275,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
276,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
277,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
278,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
279,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
280,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
281,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
282,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
283,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
284,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
285,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
286,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
287,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
288,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
289,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
290,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
291,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
292,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
293,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
294,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
295,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
296,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
297,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
298,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
299,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
300,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
301,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
302,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
303,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
304,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
305,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
306,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
307,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
308,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
310,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
311,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
312,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
313,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
314,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
315,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
316,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
317,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
318,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
319,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
320,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
321,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
322,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
323,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
324,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
325,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
326,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
327,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
328,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
329,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
330,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
