Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDH_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
174,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
175,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
177,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
178,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
179,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
181,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
182,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
183,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
187,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
257,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
258,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
259,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
260,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
261,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
262,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
263,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
264,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
265,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
266,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
267,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
268,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
269,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
270,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
272,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
273,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
274,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
275,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,NULL
276,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
277,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
278,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
279,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
280,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
281,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
282,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
283,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
284,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
285,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
286,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
287,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
288,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
289,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
290,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
