Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGU_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
91,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
105,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
107,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
108,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
109,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
110,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
111,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
112,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
113,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
114,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
115,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
116,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
117,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
118,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
119,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
120,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
121,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
122,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
123,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
124,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
125,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
126,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
127,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
128,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
129,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
130,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
131,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
132,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
134,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
138,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
255,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
256,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
257,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
258,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
259,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
260,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
261,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Built-up
262,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
263,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
264,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
265,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
266,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
267,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
268,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
269,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
270,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
271,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
272,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
273,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
274,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
275,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
276,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
277,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
278,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
279,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
280,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
281,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
282,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
283,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
284,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
285,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
286,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
287,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
288,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
289,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
290,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
291,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
292,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
293,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
294,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
295,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
296,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
297,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
298,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
299,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
300,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
301,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
302,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
303,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
304,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
305,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
306,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
307,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
308,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
309,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
310,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
311,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
312,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
313,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
314,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
316,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
317,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
318,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
319,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
320,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
