Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXG_M_R
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
123,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
128,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
132,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
133,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
134,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
135,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
137,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
140,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
141,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
142,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
143,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
148,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
