Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Water
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
43,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Water
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
85,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
124,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
130,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
134,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
135,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
136,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
140,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
144,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
146,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
149,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
151,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
155,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
156,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
157,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
158,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
159,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
161,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
163,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
168,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
171,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
175,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
176,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
177,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
178,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
179,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
180,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
181,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
182,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
183,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
186,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
187,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
188,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
189,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
190,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
191,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
193,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
194,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
195,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
199,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
200,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
201,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
202,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
203,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
204,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
205,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
206,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
207,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
208,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
209,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
210,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
211,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
212,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
213,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
214,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
215,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
216,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
217,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
218,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
219,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
220,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
221,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
222,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
223,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
224,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
225,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
226,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
227,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
228,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
229,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
230,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
231,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
232,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
233,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
234,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
235,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
236,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
237,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
238,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
239,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
240,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
241,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
242,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
243,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
244,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
245,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
246,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
247,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
248,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
249,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
250,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
251,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
252,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
253,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Water
254,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
255,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
256,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
257,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
258,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
259,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
260,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
261,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
262,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Water
263,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
264,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
265,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
266,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
267,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
268,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
269,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
270,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
271,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
272,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
273,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
274,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
275,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
276,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
277,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
278,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
279,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
280,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
281,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
282,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
283,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
284,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
285,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
286,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
287,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
288,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
289,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
290,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
291,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
292,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
293,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
294,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
295,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
296,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
297,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
298,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
299,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
300,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
301,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
302,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
303,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
304,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
305,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
306,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
307,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
308,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
309,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
310,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
311,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
312,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
313,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
314,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
315,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
316,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
317,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
318,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
319,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
320,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
321,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
322,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
323,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
324,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
325,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
326,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
327,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
328,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
329,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
330,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
331,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
332,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
333,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
334,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
