Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZG_M_R
49,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
50,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
51,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
52,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
53,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
54,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
55,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
56,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
58,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
59,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
60,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
61,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
62,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
63,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
64,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
65,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
66,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
68,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
69,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
70,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
72,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
73,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
74,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
76,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
77,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
79,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
80,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
81,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
82,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
83,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
84,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
85,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
86,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
87,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
88,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
89,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
90,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
92,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
93,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
97,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
98,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
99,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
100,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
101,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
102,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
103,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
104,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
106,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
107,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
108,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
109,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
110,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
111,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
112,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
113,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
114,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
115,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
116,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
117,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
118,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
119,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
120,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
121,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
122,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
123,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
124,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
125,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
126,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
127,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
128,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
129,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
130,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
131,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
132,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
133,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
134,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
135,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
136,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
137,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
138,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
139,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
140,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
141,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
142,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
143,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
144,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
145,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
146,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
147,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
148,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
149,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
150,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
151,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
152,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
153,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
154,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
155,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
156,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
157,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
158,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
159,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
160,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
161,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
162,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
163,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
164,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
165,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
166,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
167,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
169,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
170,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
171,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
172,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
173,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
174,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
176,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
177,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
178,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
179,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
180,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
181,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
182,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
183,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
184,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
185,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
186,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
187,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
188,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
189,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
190,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
191,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
192,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
193,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
194,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
195,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
196,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
197,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
198,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
199,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
200,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
201,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
202,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
203,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
204,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
205,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
206,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
207,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
208,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
209,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
210,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
211,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
213,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
214,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
215,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
216,Wetland,Water,Water,Water,Water,NULL,NULL,Water
217,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
218,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
219,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
220,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
221,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
222,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
223,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
224,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
225,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
226,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
227,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
228,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
229,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
230,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
231,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
232,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
233,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
234,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
235,Water,Wetland,Water,Water,Water,NULL,NULL,Water
236,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
237,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
238,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
239,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
240,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
241,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
242,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
243,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
244,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
245,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
246,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
247,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
248,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
249,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
250,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
251,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
252,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
253,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
254,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
255,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
256,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
257,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
258,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
259,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
260,Water,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
261,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
262,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
263,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
264,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
265,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
266,Water,Water,Water,NULL,Water,NULL,NULL,Water
267,Water,Water,Water,NULL,Water,NULL,NULL,Forest
268,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
269,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
270,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
271,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
272,Water,Water,Water,Water,Water,NULL,NULL,Grassland
273,Water,Water,Water,Water,Water,NULL,NULL,Wetland
274,Water,Water,Water,Water,Water,NULL,NULL,Water
275,Water,Water,Water,Water,Water,NULL,NULL,Forest
276,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
277,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
278,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
279,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
280,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
281,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
282,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
283,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
284,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
285,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
286,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
287,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
288,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
289,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
290,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
291,Water,Forest,Water,NULL,Water,NULL,NULL,Water
292,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
293,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
294,Water,Forest,Water,Water,Water,NULL,NULL,Water
295,Water,Forest,Water,Water,Water,NULL,NULL,Forest
296,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
297,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
298,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
299,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
300,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
301,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
302,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
303,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
304,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
305,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
306,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
307,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
308,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
309,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
310,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
311,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
312,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
313,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
314,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
315,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
316,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
317,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
318,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
319,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
320,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
321,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
322,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
323,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
324,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
325,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
326,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
327,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
328,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
329,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
330,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
331,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
332,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
333,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
334,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
335,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
336,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
337,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
338,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
339,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
340,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
341,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
342,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
343,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
344,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
345,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
346,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
