Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
194,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
195,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
197,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
198,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
199,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
202,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
203,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
208,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
209,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
221,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
222,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,NULL
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
294,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
295,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
296,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
297,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
298,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
299,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
300,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
301,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
302,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
303,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
304,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
305,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
306,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
307,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
308,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
309,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
310,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
311,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
312,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
313,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
314,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
315,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
316,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
317,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
318,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
319,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
320,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
321,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
322,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
323,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
324,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
325,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,NULL
326,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
327,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
328,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
329,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
