Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDC_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
40,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
41,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
42,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
43,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
44,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
45,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
46,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
47,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
48,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Forest
49,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
50,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
51,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Water
52,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
55,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
56,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
108,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
109,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
110,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
111,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
112,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
113,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
114,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
115,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
116,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
118,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
119,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
120,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
122,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
123,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
124,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
125,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
127,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
128,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
131,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
132,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
133,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
134,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
135,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
136,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
137,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
138,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
139,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
140,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
141,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
142,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
143,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
144,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
145,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
146,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
147,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
148,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
149,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
150,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
151,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
152,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
153,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
154,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
155,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
156,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
157,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
158,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
159,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
160,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
161,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
162,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
163,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
164,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
165,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
166,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
167,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
168,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
169,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
170,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
171,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
172,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
173,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
174,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
175,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
176,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
177,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
179,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
180,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
181,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
182,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
183,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
184,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
185,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
186,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
187,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
188,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
189,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
190,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
191,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
192,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
193,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
194,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
195,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
196,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
197,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
198,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
199,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
200,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
201,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
202,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
203,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
204,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
205,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
206,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
207,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
208,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
209,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
210,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
211,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
212,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
213,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
214,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
215,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
216,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
217,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
218,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
219,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
220,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
221,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
222,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
223,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
224,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
225,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
226,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
227,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
228,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
229,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
230,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
231,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
232,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
233,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
234,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
235,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
236,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
237,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
238,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
239,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
240,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
241,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
242,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
243,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
244,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
245,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
246,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
247,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
248,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
249,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
250,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
251,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
252,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
253,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
254,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
255,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
256,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
257,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
258,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
259,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
260,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
261,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
262,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
263,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
264,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
265,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
266,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
267,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Water
268,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
269,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
270,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
272,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
273,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
274,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
275,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
276,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
277,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
278,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
279,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
280,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
281,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
282,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
283,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
284,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
285,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
286,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
287,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
288,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
289,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
290,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
291,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
292,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
293,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
294,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
295,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
296,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
297,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
298,NULL,NULL,Water,Water,Water,Wetland,Forest,Wetland
299,NULL,NULL,Water,Water,Water,Wetland,Forest,Water
300,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
301,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
302,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
303,NULL,NULL,Water,Water,Water,Water,Water,Grassland
304,NULL,NULL,Water,Water,Water,Water,Water,Water
305,NULL,NULL,Water,Water,Water,Water,Forest,Water
306,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
307,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
308,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
309,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
310,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
311,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
312,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
313,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
314,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
315,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
316,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
317,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
318,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
319,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
320,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
321,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
322,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
323,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
324,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
325,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
326,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
327,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
328,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
329,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
330,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
331,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
332,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
333,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
