Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVN_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
13,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
14,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
16,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
17,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
18,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
19,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
20,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
22,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
23,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
87,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
88,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
89,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
90,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
92,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
174,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
175,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
176,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
181,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
182,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
183,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
184,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
185,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
186,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
187,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
188,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
189,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
190,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
191,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
192,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
194,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
196,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
197,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
199,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
200,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
201,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
207,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
209,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
210,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
218,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
222,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
228,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
229,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
230,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
231,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
232,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
233,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
234,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
235,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
236,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
237,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
238,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
239,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
240,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
241,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
242,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
243,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
244,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
245,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
246,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
247,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
248,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
249,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
250,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
251,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
252,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
253,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
254,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
255,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
256,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
257,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
258,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
259,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
260,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
261,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
262,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
263,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
264,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
265,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
266,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
267,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
268,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
269,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
270,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
271,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
272,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
273,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
274,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
275,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
276,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
277,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
278,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
279,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
280,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
281,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
282,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
283,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
284,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
285,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
286,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
287,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
288,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
289,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
290,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
291,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
292,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
293,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
294,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
295,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
296,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
297,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
298,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
299,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
300,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
301,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
302,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
303,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
304,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
305,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
306,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
307,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
308,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
309,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
310,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
311,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
312,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
313,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
314,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
315,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
316,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
317,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
318,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
319,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
320,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
321,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
322,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
323,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
324,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
325,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
326,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
327,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
328,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
329,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
