Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
34,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
41,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
48,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
50,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
52,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
56,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
58,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
60,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
63,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
64,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
66,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
68,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
72,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
74,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
75,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
81,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
89,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
93,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
94,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
95,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
96,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
97,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
100,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
101,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
102,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
103,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
107,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
108,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
109,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
110,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
111,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
114,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
116,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
117,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
118,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
120,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
121,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
122,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
123,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
124,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
127,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
128,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
129,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
130,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
132,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
133,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
134,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
135,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
136,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
137,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
138,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
139,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
140,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
141,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
142,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
143,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
144,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
145,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
146,NULL,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
147,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
148,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
149,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
150,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
151,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
152,NULL,NULL,Water,Water,Water,NULL,NULL,Water
153,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
154,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
157,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
158,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
159,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
160,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
161,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
162,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
163,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
164,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
165,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
166,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
167,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
168,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
169,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
170,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
171,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
173,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
174,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
175,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
176,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
177,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
179,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
181,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
182,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
183,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
184,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
185,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
187,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
188,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
189,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
190,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
192,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
193,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
194,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
195,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
196,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
197,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
199,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
200,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
201,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
202,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
203,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
204,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
205,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
206,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
208,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
209,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
210,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
211,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
212,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
214,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
215,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
217,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
218,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
220,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
221,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
222,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
223,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
224,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
225,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
226,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
228,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
229,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
230,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
231,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
232,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
233,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
234,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
235,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
236,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
237,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
238,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
239,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
240,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
241,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
242,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
243,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
244,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
245,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
249,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
250,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
251,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
252,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
253,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
254,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
255,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
256,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
257,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
258,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
259,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
261,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
262,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
263,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
264,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
265,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
266,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
267,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
268,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
269,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
270,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
271,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
272,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
273,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
274,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
275,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
276,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
277,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
278,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
279,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
280,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
281,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
282,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
283,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
284,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
285,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
286,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
287,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
288,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
289,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
290,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
291,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
292,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
293,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
294,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
295,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
296,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
297,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
298,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
299,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
300,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
301,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
302,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
303,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
304,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
305,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
306,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
307,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
308,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
309,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
310,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
311,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
312,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
313,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
315,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
316,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
317,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
318,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
319,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
320,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
321,NULL,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
322,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
323,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
325,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
326,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
327,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
328,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
329,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
330,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
331,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
332,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
333,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
