Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
98,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
105,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
106,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
109,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
113,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
116,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
267,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
268,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
269,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
270,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
272,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
273,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
274,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
275,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
276,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
277,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
278,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
279,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
280,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
281,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
282,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
283,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
284,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
285,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
286,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
290,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
293,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
294,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
296,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
300,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
301,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
302,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
303,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
304,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
305,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
306,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
307,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
308,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
309,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
310,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
311,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
312,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
313,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
314,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
315,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
316,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
317,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
318,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
319,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
320,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
321,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
