Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFU_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
83,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
84,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
87,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
105,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
106,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
107,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
108,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
109,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
110,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
111,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
112,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
113,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
114,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
115,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
116,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
117,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
118,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
119,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
120,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
121,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
122,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
123,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
124,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
125,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
126,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
127,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
128,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
129,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
130,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
131,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
132,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
133,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
134,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
135,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
136,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
137,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
138,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
139,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
140,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
266,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
267,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
268,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
269,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
270,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
271,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
272,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
273,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
274,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
275,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
276,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
277,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
278,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
279,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
280,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
281,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
282,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
283,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
284,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
285,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
286,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
287,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
288,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
289,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
290,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
291,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
292,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
293,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
294,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
295,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
296,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
297,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
298,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
299,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
300,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
301,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
302,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
303,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
304,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
305,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
306,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
307,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
308,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
309,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
310,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
311,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
312,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
313,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
314,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
315,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
316,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
317,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
318,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
319,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
320,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
321,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
