Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Water
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
114,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
117,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
171,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
172,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
175,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Water
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
220,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
221,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
222,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
223,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
224,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
225,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
226,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
227,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
228,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
229,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
230,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
231,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
232,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
233,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
234,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
235,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
236,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
237,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
238,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Forest
239,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
240,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
241,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
