Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHV_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
165,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
200,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
201,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
202,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
203,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
204,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
205,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
206,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
207,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
