Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLA_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
64,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
76,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
81,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
82,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
83,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
87,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
88,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
90,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
91,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
92,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
93,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
95,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
97,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
98,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
103,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
111,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
113,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
114,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
115,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
116,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
120,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
121,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
122,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
123,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
126,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
128,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
129,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
130,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
131,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
132,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
133,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
134,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
135,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
136,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
137,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
138,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
139,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
140,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
141,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
142,NULL,NULL,Water,Water,Water,NULL,NULL,Water
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
155,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
156,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
157,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
160,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
161,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
162,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
166,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
169,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
170,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
171,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
172,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
173,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
174,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
175,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
176,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
179,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
181,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
183,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
184,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
185,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
188,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
190,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
191,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
192,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
194,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
199,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
200,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
201,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
203,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
206,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
207,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
208,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
209,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
212,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
214,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
215,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
216,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
217,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
218,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
219,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
220,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
221,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
222,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
223,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
224,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
225,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
227,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
228,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
229,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
230,NULL,Cropland,Water,NULL,Water,NULL,NULL,Built-up
231,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
232,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
233,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
234,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
235,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
236,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
237,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
238,NULL,Cropland,Water,Water,Water,NULL,NULL,Bareland
239,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
240,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
241,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
242,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
243,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
244,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
245,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
246,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
247,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
248,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
249,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
250,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
251,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
252,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
253,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
254,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
255,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
257,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
258,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
259,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
260,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
261,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
262,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
263,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
264,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
265,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
266,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
267,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
268,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
269,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
270,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
271,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
272,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
273,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
275,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
276,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
277,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
278,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
279,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
280,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
281,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
282,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
283,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
284,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
285,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
286,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
287,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
288,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
289,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
290,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
291,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
292,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
293,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
294,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
295,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
296,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
297,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
298,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
299,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
300,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
301,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
302,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
303,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
305,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
307,NULL,Bareland,Water,NULL,Water,NULL,NULL,Cropland
308,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
309,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
310,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
311,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
312,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
313,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
314,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
316,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
317,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
319,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
320,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
321,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
322,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
323,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
324,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
325,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
326,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
327,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
328,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
329,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
330,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
331,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
332,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
333,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
334,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
335,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
