Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Water
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
230,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
231,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
232,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
233,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
234,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
235,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Water
236,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
237,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
238,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
239,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
240,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
241,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
242,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
243,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
244,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
245,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
246,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
247,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
248,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
249,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
