Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXF_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
57,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
60,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
65,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
66,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
67,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
68,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
70,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
71,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
72,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
74,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
75,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
78,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
79,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
80,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
82,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
83,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
84,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
85,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
86,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
87,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
90,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
91,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
92,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
93,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
94,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
95,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
96,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
97,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
98,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
99,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
100,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
101,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
102,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
103,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
104,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
105,NULL,NULL,Water,Water,Water,NULL,NULL,Water
106,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
116,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
117,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
118,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
119,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
121,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
122,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
123,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
124,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
130,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
131,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
132,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
135,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
137,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
138,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
140,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
141,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
142,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
144,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
145,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
146,NULL,Cropland,Water,Water,Water,NULL,NULL,Bareland
147,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
149,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
152,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
153,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
154,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
155,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
156,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
159,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
160,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
161,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
162,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
164,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
165,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
166,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
167,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
170,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
171,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
172,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
174,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
175,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
176,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
177,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
179,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
180,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
181,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
183,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
184,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
185,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
186,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
187,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
190,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
192,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
193,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
194,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
195,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
196,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
197,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
198,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
199,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
200,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
201,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
202,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
203,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
204,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
205,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
206,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
207,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
208,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
211,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
213,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
214,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
215,NULL,Wetland,Water,NULL,Water,NULL,NULL,Bareland
216,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
217,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
218,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
219,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
220,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
221,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
222,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
223,NULL,Wetland,Water,Water,Water,NULL,NULL,Bareland
224,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
225,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
226,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
227,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
228,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
229,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
230,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
231,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
232,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
233,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
234,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
235,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
236,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
237,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
238,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
239,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
240,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
241,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
242,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
243,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
244,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
245,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
246,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
247,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
248,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
249,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
250,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
252,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
253,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
254,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
255,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
257,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
258,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
259,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
260,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
261,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
262,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
263,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
264,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
265,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
266,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
267,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
268,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
269,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
270,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
271,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
272,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
273,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
274,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
275,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
276,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
277,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
278,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
279,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
281,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
282,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
283,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
284,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
285,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
286,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
287,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
288,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
289,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
290,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
291,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
292,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
293,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
294,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
295,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
296,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
298,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
299,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
300,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
301,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
302,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
303,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
304,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
305,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
306,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
307,NULL,Bareland,Water,Water,Water,NULL,NULL,Wetland
308,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
309,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
310,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
311,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
312,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
313,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
314,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
315,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
316,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
317,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
318,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
319,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
320,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
321,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
322,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
323,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
324,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
325,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
326,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
327,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
328,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
329,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
331,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
332,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
333,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
334,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
341,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
