Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
65,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
118,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
119,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
126,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
127,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
129,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
133,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
150,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
