Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPF_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
60,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
65,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
66,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
67,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
68,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
70,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
71,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
72,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
73,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
74,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
75,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
76,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
77,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
78,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
79,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
80,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
82,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
83,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
84,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
85,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
86,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
87,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
89,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
91,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
92,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
93,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
94,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
95,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
96,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
97,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
98,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
99,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
100,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
101,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
102,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
103,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
104,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
105,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
106,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
107,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
108,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
109,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
110,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
111,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
112,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
113,NULL,NULL,Water,Water,Water,NULL,NULL,Water
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
123,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
125,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
126,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
127,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
128,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
129,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
130,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
131,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
132,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
133,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
134,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
135,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
136,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
137,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
138,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
139,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
140,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
141,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
142,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
143,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
145,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
146,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
152,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
153,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
154,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
155,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
156,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
157,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
158,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
159,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
161,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
162,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
163,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
164,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
165,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
166,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
167,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
169,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
170,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
171,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
172,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
173,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
175,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
176,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
177,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
178,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
179,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
181,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
182,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
183,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
184,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
185,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
186,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
187,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
188,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
189,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
191,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
192,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
193,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
194,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
195,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
196,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
197,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
198,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
202,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
203,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
204,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
205,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
206,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
207,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
208,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
209,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
210,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
211,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
212,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
214,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
215,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
216,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
217,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
218,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
221,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
222,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
223,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
224,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
225,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
226,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
227,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
228,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
229,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
230,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
231,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
232,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
233,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
234,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
235,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
236,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
238,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
239,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
240,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
241,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
242,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
243,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
244,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
245,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
249,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
250,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
251,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
252,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
253,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
254,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
255,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
256,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
257,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
258,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
259,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
260,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
262,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
263,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
264,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
265,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
266,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
267,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
268,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
269,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
270,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
272,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
273,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
274,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
275,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
276,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
277,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
278,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
279,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
281,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
282,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
283,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
284,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
285,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
286,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
287,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
288,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
289,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
290,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
291,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
292,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
293,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
294,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
295,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
296,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
298,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
299,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
300,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
301,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
302,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
303,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
304,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
305,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
306,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
307,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
308,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
309,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
310,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
311,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
312,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
313,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
314,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
316,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
317,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
319,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
320,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
321,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
322,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
323,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
324,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
325,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
326,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
327,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
328,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
329,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
330,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
331,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
332,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
333,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
335,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
336,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
