Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
113,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
121,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
122,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
124,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
125,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
126,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
127,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
128,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
129,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
130,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
131,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
132,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
133,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
134,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
135,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
137,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
138,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
139,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
140,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
141,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
142,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
156,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
268,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
269,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
270,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
272,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
273,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
274,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
275,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
276,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
277,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
278,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
279,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
280,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
281,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
282,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
283,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
284,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
285,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
286,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
287,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
288,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
289,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
290,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
291,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
292,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
293,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
294,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
295,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
296,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
297,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
298,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
299,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
300,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
301,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
302,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
303,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
304,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
305,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
306,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
307,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
308,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
309,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
310,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
312,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
313,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
314,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
315,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
316,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
317,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
318,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
319,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
320,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
322,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
