Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25LBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25LBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25LBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25LBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
171,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
177,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Built-up
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
199,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
201,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
202,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
203,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
204,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
205,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
206,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
207,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Wetland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
